пол,возраст,путешествует_с_детьми,расстояние,включён_завтрак,наличие_wifi,оценка_удобства_добирания_до_места,оценка_интерсности_досуга,оценка_качества_питания,оценка_качества_wifi,оценка_комфортности_палатки,общая_оценка_качества_предоставленной_услуги,возраст_кат
жен,43,да,1644,1,0,1,хорошо,плохо,хорошо,отсутствует,хорошо,более_30
жен,2,нет,3390,0,1,2,плохо,хорошо,отсутствует,хорошо,хорошо,менее_30
жен,1,нет,2795,0,0,4,плохо,плохо,отсутствует,хорошо,плохо,менее_30
муж,8,да,2702,0,0,3,плохо,хорошо,хорошо,отсутствует,хорошо,менее_30
жен,20,да,1469,1,1,2,отсутствует,отсутствует,хорошо,плохо,плохо,менее_30
муж,90,да,1027,0,0,2,отсутствует,отсутствует,отсутствует,плохо,плохо,более_30
жен,19,нет,1545,1,0,3,отсутствует,плохо,плохо,отсутствует,хорошо,менее_30
жен,4,да,2488,0,1,2,отсутствует,отсутствует,плохо,плохо,плохо,менее_30
муж,84,нет,2323,0,0,1,плохо,отсутствует,хорошо,отсутствует,отсутствует,более_30
жен,90,нет,326,0,0,4,плохо,отсутствует,плохо,плохо,хорошо,более_30
жен,10,да,1097,0,0,3,плохо,хорошо,плохо,плохо,плохо,менее_30
муж,67,да,4297,1,1,4,отсутствует,плохо,отсутствует,плохо,отсутствует,более_30
жен,46,да,1832,0,1,1,отсутствует,хорошо,плохо,плохо,плохо,более_30
жен,85,нет,1868,0,1,2,хорошо,отсутствует,плохо,плохо,хорошо,более_30
муж,67,нет,2021,0,1,5,отсутствует,плохо,отсутствует,хорошо,хорошо,более_30
муж,49,да,3964,0,0,2,отсутствует,отсутствует,плохо,хорошо,плохо,более_30
муж,4,нет,3035,0,0,5,хорошо,отсутствует,хорошо,отсутствует,хорошо,менее_30
муж,88,да,4019,0,0,5,плохо,хорошо,отсутствует,плохо,хорошо,более_30
жен,73,нет,3896,0,1,2,плохо,плохо,плохо,отсутствует,плохо,более_30
жен,43,да,4550,1,0,3,хорошо,отсутствует,хорошо,хорошо,отсутствует,более_30
жен,70,нет,2937,0,1,3,хорошо,отсутствует,плохо,хорошо,отсутствует,более_30
жен,12,нет,4495,1,1,1,плохо,отсутствует,хорошо,хорошо,хорошо,менее_30
муж,56,нет,2939,1,1,3,отсутствует,хорошо,отсутствует,плохо,отсутствует,более_30
муж,78,да,2836,1,1,2,плохо,отсутствует,плохо,плохо,хорошо,более_30
жен,3,нет,1983,0,0,3,хорошо,плохо,хорошо,отсутствует,хорошо,менее_30
жен,11,да,3602,1,1,3,отсутствует,плохо,хорошо,хорошо,отсутствует,менее_30
муж,80,нет,3781,0,1,2,хорошо,отсутствует,плохо,плохо,отсутствует,более_30
муж,72,нет,3397,0,1,4,плохо,хорошо,хорошо,отсутствует,отсутствует,более_30
жен,65,нет,1206,0,1,5,отсутствует,плохо,хорошо,хорошо,отсутствует,более_30
муж,1,да,1889,1,0,2,отсутствует,хорошо,хорошо,плохо,хорошо,менее_30
жен,32,да,1339,1,1,3,отсутствует,плохо,плохо,плохо,хорошо,более_30
жен,90,нет,1365,1,1,5,хорошо,отсутствует,отсутствует,хорошо,хорошо,более_30
муж,79,да,4645,1,1,4,плохо,хорошо,плохо,плохо,отсутствует,более_30
муж,87,да,3572,1,0,5,плохо,отсутствует,отсутствует,отсутствует,плохо,более_30
муж,80,да,786,1,1,3,плохо,хорошо,хорошо,отсутствует,плохо,более_30
муж,80,нет,3377,0,0,2,отсутствует,хорошо,плохо,отсутствует,плохо,более_30
жен,36,нет,2974,1,0,2,отсутствует,хорошо,отсутствует,хорошо,плохо,более_30
муж,25,да,2433,0,1,3,отсутствует,плохо,хорошо,плохо,плохо,менее_30
муж,1,нет,4057,1,0,4,хорошо,отсутствует,отсутствует,хорошо,отсутствует,менее_30
муж,67,да,1262,0,0,3,хорошо,плохо,отсутствует,хорошо,плохо,более_30
жен,64,нет,2377,0,0,3,отсутствует,хорошо,отсутствует,отсутствует,плохо,более_30
муж,46,нет,4827,0,1,4,плохо,хорошо,плохо,хорошо,плохо,более_30
муж,89,да,2644,1,1,3,хорошо,хорошо,плохо,отсутствует,отсутствует,более_30
муж,79,нет,3258,1,0,4,плохо,отсутствует,отсутствует,отсутствует,отсутствует,более_30
жен,35,нет,4169,0,1,4,плохо,отсутствует,плохо,плохо,хорошо,более_30
жен,18,да,3185,1,0,5,плохо,плохо,плохо,хорошо,плохо,менее_30
муж,71,нет,3458,1,0,1,хорошо,отсутствует,хорошо,хорошо,отсутствует,более_30
муж,55,да,3636,1,1,5,хорошо,отсутствует,отсутствует,плохо,хорошо,более_30
жен,42,да,2406,1,1,2,плохо,плохо,отсутствует,плохо,плохо,более_30
жен,46,нет,1400,0,1,2,хорошо,хорошо,плохо,хорошо,отсутствует,более_30
жен,31,нет,4681,1,1,1,отсутствует,отсутствует,отсутствует,хорошо,отсутствует,более_30
муж,47,да,719,1,1,2,плохо,хорошо,плохо,хорошо,хорошо,более_30
муж,21,нет,4187,0,0,4,отсутствует,плохо,плохо,отсутствует,плохо,менее_30
жен,54,нет,3359,1,0,3,плохо,хорошо,плохо,отсутствует,плохо,более_30
жен,18,да,1405,1,0,2,плохо,хорошо,отсутствует,плохо,отсутствует,менее_30
жен,7,да,3944,1,0,5,хорошо,отсутствует,плохо,плохо,отсутствует,менее_30
муж,4,нет,2697,1,1,5,плохо,хорошо,хорошо,отсутствует,плохо,менее_30
жен,42,да,2482,0,0,5,плохо,отсутствует,отсутствует,плохо,отсутствует,более_30
жен,88,да,3826,1,1,2,отсутствует,хорошо,плохо,плохо,отсутствует,более_30
муж,15,нет,1886,0,0,2,отсутствует,плохо,плохо,хорошо,хорошо,менее_30
жен,7,да,2965,0,0,5,отсутствует,плохо,плохо,хорошо,плохо,менее_30
жен,54,да,408,0,1,2,отсутствует,хорошо,плохо,хорошо,отсутствует,более_30
жен,24,нет,4231,1,1,3,плохо,плохо,хорошо,плохо,плохо,менее_30
жен,8,да,1816,0,0,5,плохо,хорошо,хорошо,отсутствует,хорошо,менее_30
муж,25,нет,3652,0,1,3,плохо,хорошо,плохо,хорошо,плохо,менее_30
жен,66,да,1947,1,1,1,отсутствует,плохо,отсутствует,плохо,плохо,более_30
муж,89,нет,4979,1,1,1,хорошо,отсутствует,плохо,плохо,плохо,более_30
муж,23,да,645,0,0,2,хорошо,хорошо,отсутствует,отсутствует,плохо,менее_30
муж,43,нет,4347,1,0,4,хорошо,плохо,отсутствует,хорошо,отсутствует,более_30
муж,40,да,889,1,0,5,отсутствует,хорошо,хорошо,плохо,отсутствует,более_30
муж,1,да,741,0,1,4,отсутствует,хорошо,плохо,отсутствует,отсутствует,менее_30
муж,86,да,812,1,1,5,отсутствует,плохо,хорошо,плохо,плохо,более_30
муж,5,нет,899,0,1,3,плохо,хорошо,хорошо,плохо,отсутствует,менее_30
муж,11,да,3294,0,0,4,плохо,отсутствует,хорошо,хорошо,хорошо,менее_30
муж,86,да,4621,0,1,4,хорошо,плохо,отсутствует,отсутствует,отсутствует,более_30
жен,85,да,3854,1,0,1,хорошо,хорошо,хорошо,отсутствует,отсутствует,более_30
муж,6,да,2943,1,0,2,отсутствует,хорошо,хорошо,хорошо,плохо,менее_30
муж,36,да,3678,0,0,1,хорошо,плохо,плохо,хорошо,отсутствует,более_30
муж,15,да,3122,0,1,5,хорошо,хорошо,плохо,хорошо,хорошо,менее_30
муж,7,нет,3441,0,1,2,отсутствует,плохо,хорошо,плохо,отсутствует,менее_30
муж,55,да,3518,1,0,5,плохо,отсутствует,отсутствует,хорошо,отсутствует,более_30
жен,38,да,1992,0,1,4,отсутствует,плохо,отсутствует,хорошо,плохо,более_30
муж,89,нет,4887,1,0,4,хорошо,хорошо,плохо,хорошо,плохо,более_30
муж,85,да,1899,0,0,3,хорошо,плохо,хорошо,хорошо,плохо,более_30
муж,30,да,2553,1,0,1,плохо,плохо,отсутствует,хорошо,плохо,менее_30
жен,17,нет,3674,0,0,4,плохо,отсутствует,отсутствует,плохо,хорошо,менее_30
жен,14,да,2816,1,0,3,плохо,хорошо,плохо,хорошо,отсутствует,менее_30
муж,7,нет,1754,0,1,5,плохо,хорошо,плохо,плохо,хорошо,менее_30
жен,13,да,4520,0,0,2,отсутствует,плохо,плохо,отсутствует,плохо,менее_30
жен,9,нет,1191,1,0,2,отсутствует,отсутствует,отсутствует,хорошо,отсутствует,менее_30
жен,19,нет,595,1,0,3,плохо,отсутствует,отсутствует,плохо,хорошо,менее_30
жен,31,нет,3504,0,1,2,хорошо,хорошо,отсутствует,плохо,плохо,более_30
жен,86,нет,3660,0,0,3,хорошо,отсутствует,плохо,плохо,отсутствует,более_30
муж,6,да,1603,1,1,1,отсутствует,плохо,хорошо,отсутствует,отсутствует,менее_30
